concentration_ppb,V_-0.0016,V_-0.0118,V_-0.0220,V_-0.0322,V_-0.0424,V_-0.0526,V_-0.0629,V_-0.0731,V_-0.0833,V_-0.0935,V_-0.1037,V_-0.1139,V_-0.1241,V_-0.1343,V_-0.1445,V_-0.1547,V_-0.1649,V_-0.1751,V_-0.1853,V_-0.1956,V_-0.2058,V_-0.2160,V_-0.2262,V_-0.2364,V_-0.2466,V_-0.2568,V_-0.2670,V_-0.2772,V_-0.2874,V_-0.2976,V_-0.3078,V_-0.3180,V_-0.3283,V_-0.3385,V_-0.3487,V_-0.3589,V_-0.3691,V_-0.3793,V_-0.3895,V_-0.3997,V_-0.4099,V_-0.4201,V_-0.4303,V_-0.4405,V_-0.4507,V_-0.4610,V_-0.4712,V_-0.4814,V_-0.4916,V_-0.5018,V_-0.5120,V_-0.5222,V_-0.5324,V_-0.5426,V_-0.5528,V_-0.5630,V_-0.5732,V_-0.5834,V_-0.5937,V_-0.6039,V_-0.6141,V_-0.6243,V_-0.6345,V_-0.6447,V_-0.6549,V_-0.6651,V_-0.6753,V_-0.6855,V_-0.6957,V_-0.7059,V_-0.7161,V_-0.7263,V_-0.7366,V_-0.7468,V_-0.7570,V_-0.7672,V_-0.7774,V_-0.7876,V_-0.7978,V_-0.8080,V_-0.8182,V_-0.8284,V_-0.8386,V_-0.8488,V_-0.8590,V_-0.8693,V_-0.8795,V_-0.8897,V_-0.8999,dataset
15.0,3.279,3.251,3.026,2.698,2.746,2.777,2.504,2.418,2.523,2.432,2.275,2.425,2.478,2.376,2.642,2.954,2.898,3.034,3.332,3.206,2.95,2.877,2.621,2.075,1.876,1.729,1.337,1.155,1.232,1.137,1.001,1.172,1.284,1.2,1.309,1.417,1.242,1.029,1.081,0.903,0.521,0.448,0.385,0.108,0,0.178,0.168,0.189,0.371,0.553,0.588,0.959,1.253,1.484,1.799,2.345,2.758,3.192,3.801,4.494,4.967,5.717,6.527,6.857,7.037,7.137,6.687,5.757,5.017,4.368,3.395,3.066,3.101,3.108,3.542,4.459,5.487,6.777,8.577,10.757,13.247,10.917,8.367,5.527,2.345,-1.498,-4.606,-5.502,-5.887,lab
15.0,3.989,3.959,3.675,3.237,3.304,3.094,2.943,2.891,3.034,2.835,2.656,2.835,2.894,2.751,3.031,3.367,3.297,3.409,3.71,3.559,3.23,3.199,2.915,2.303,2.086,1.914,1.498,1.277,1.379,1.284,1.151,1.309,1.417,1.274,1.41,1.515,1.375,1.193,1.183,0.987,0.581,0.486,0.409,0.091,0,0.168,0.108,0.073,0.297,0.465,0.511,0.903,1.316,1.557,1.967,2.551,3.122,3.528,4.409,5.209,5.709,6.729,7.769,8.309,8.529,8.879,8.399,7.309,6.439,5.519,4.259,3.654,3.549,3.556,3.939,4.839,5.999,7.409,9.409,11.899,10.579,8.139,5.519,2.275,-1.288,-5.523,-6.657,-5.754,-6.426,lab
15.0,3.682,3.656,3.418,3.007,3.038,2.906,2.814,2.765,2.909,2.695,2.548,2.723,2.769,2.643,2.93,3.276,3.213,3.35,3.675,3.539,3.217,3.196,2.863,2.268,2.079,1.911,1.484,1.271,1.355,1.281,1.131,1.306,1.463,1.32,1.393,1.575,1.372,1.169,1.187,0.97,0.578,0.494,0.403,0.077,0,0.154,0.116,0.074,0.319,0.487,0.553,0.984,1.365,1.593,1.967,2.667,3.049,3.497,4.267,5.017,5.507,6.387,7.397,7.777,8.027,8.357,8.047,6.967,6.297,5.517,4.327,3.767,3.686,3.787,4.037,4.967,6.107,7.427,9.367,11.667,11.967,9.647,6.937,3.749,0.123,-3.965,-6.723,-6.674,-5.708,lab
15.0,3.014,3.009,2.839,2.506,2.512,2.512,2.247,2.049,1.999,2.055,1.868,2.022,2.174,2.086,2.342,2.632,2.674,2.804,3.129,3.08,2.877,2.863,2.674,2.237,2.048,1.925,1.61,1.404,1.449,1.323,1.201,1.246,1.176,1.124,1.131,1.176,0.973,0.732,0.746,0.613,0.347,0.305,0.256,0.088,0,0.098,0.011,0.028,0.175,0.319,0.333,0.602,0.872,1.047,1.365,1.796,2.142,2.356,2.769,3.178,3.21,3.483,3.77,3.64,3.322,3.343,3.003,2.573,2.531,2.594,2.517,2.839,3.56,4.246,5.091,6.481,8.071,9.871,12.251,15.111,16.101,13.371,10.441,6.781,2.538,-2.138,-5.407,-5.813,-5.834,lab
15.0,3.336,3.297,3.098,2.746,2.729,2.743,2.473,2.349,2.274,2.286,2.274,2.219,2.317,2.212,2.457,2.755,2.814,3.007,3.423,3.462,3.378,3.476,3.353,2.87,2.706,2.545,2.153,1.862,1.869,1.736,1.481,1.575,1.645,1.435,1.414,1.512,1.33,1.131,1.082,0.882,0.567,0.483,0.375,0.144,0,0.067,-0.014,-0.154,-0.084,-0.035,-0.094,0.126,0.35,0.48,0.662,1.117,1.327,1.523,1.967,2.366,2.426,2.737,3.126,3.024,2.881,2.982,2.727,2.244,2.132,2.097,1.866,1.978,2.454,2.881,3.455,4.499,5.719,7.029,8.889,11.109,13.639,16.729,15.319,12.379,8.979,5.119,0.634,-4.784,-5.995,lab
15.0,3.512,3.547,3.396,3.088,3.104,3.079,2.808,2.694,2.682,2.581,2.451,2.603,2.74,2.714,3.039,3.384,3.506,3.702,4.007,3.991,3.786,3.78,3.422,2.889,2.771,2.495,2.096,1.974,1.908,1.754,1.647,1.678,1.572,1.429,1.374,1.301,1.134,0.917,0.763,0.623,0.403,0.295,0.186,0.056,0,-0.03,0.0,-0.08,-0.05,0.048,0.083,0.307,0.579,0.673,0.794,1.111,1.317,1.422,1.697,1.877,1.861,1.847,1.984,1.844,1.571,1.62,1.508,1.34,1.585,1.949,2.215,2.81,3.741,4.637,5.838,7.478,9.358,11.508,14.368,11.718,9.138,6.188,2.852,-1.117,-5.485,-5.086,-5.436,-5.471,-4.288,lab
15.0,4.081,4.046,3.885,3.523,3.495,3.477,3.16,3.006,3.078,2.893,2.723,2.887,3.005,2.931,3.213,3.624,3.691,3.878,4.242,4.198,3.983,3.952,3.622,3.027,2.897,2.649,2.188,2.061,1.992,1.81,1.659,1.693,1.668,1.479,1.424,1.417,1.235,0.997,0.88,0.764,0.479,0.402,0.301,0.203,0,0.158,0.062,0.043,0.129,0.211,0.263,0.262,0.574,0.716,0.771,1.137,1.427,1.392,1.585,1.896,1.736,1.631,1.885,1.813,1.736,1.963,2.142,2.212,2.695,3.395,3.843,4.697,6.037,7.367,8.957,11.167,13.727,16.627,17.877,15.277,11.857,8.097,3.773,-1.435,-5.292,-5.18,-5.159,-5.005,-5.159,lab
15.0,4.385,4.205,3.862,3.386,3.316,3.26,2.891,2.746,2.788,2.541,2.268,2.285,2.299,2.016,2.17,2.338,2.306,2.436,2.824,2.891,2.821,2.992,2.975,2.544,2.45,2.324,1.963,1.673,1.683,1.522,1.34,1.333,1.248,1.155,1.162,1.302,1.151,0.931,0.962,0.843,0.483,0.455,0.42,0.122,0,0.112,-0.021,-0.189,-0.021,0.063,-0.042,0.112,0.416,0.462,0.665,1.088,1.407,1.61,2.079,2.537,2.656,3.01,3.419,3.405,3.272,3.374,3.227,2.747,2.779,2.947,2.639,2.842,3.43,3.773,4.365,5.435,6.645,7.955,10.005,12.445,15.185,15.295,12.675,9.475,5.785,1.491,-3.395,-5.32,-5.971,lab
15.0,4.203,4.14,3.874,3.496,3.442,3.407,3.05,2.875,2.928,2.711,2.471,2.564,2.588,2.418,2.653,2.957,2.977,3.134,3.517,3.441,3.283,3.384,3.186,2.669,2.558,2.376,1.915,1.734,1.711,1.523,1.326,1.361,1.26,1.189,1.155,1.199,1.031,0.857,0.807,0.731,0.507,0.334,0.304,0.13,0,0.035,0.033,-0.095,-0.065,0.009,0.056,0.07,0.317,0.354,0.412,0.759,0.991,0.976,1.307,1.521,1.386,1.554,1.757,1.673,1.785,1.841,1.869,1.764,2.079,2.436,2.625,3.01,3.878,4.543,5.408,6.898,8.508,10.418,12.948,12.048,9.588,6.938,3.773,0.091,-4.116,-5.621,-4.746,-5.341,-5.691,lab
15.0,3.547,3.544,3.427,3.106,3.103,3.059,2.776,2.651,2.671,2.497,2.347,2.503,2.567,2.503,2.777,3.147,3.197,3.35,3.666,3.571,3.413,3.388,3.101,2.61,2.544,2.247,2.007,1.895,1.876,1.692,1.615,1.602,1.559,1.411,1.313,1.286,1.069,0.88,0.783,0.628,0.423,0.276,0.217,0.081,0,0.074,-0.009,-0.072,-0.002,0.019,-0.1,-0.023,0.142,0.152,0.205,0.467,0.551,0.576,0.737,0.926,0.73,0.877,1.094,1.003,0.989,1.29,1.479,1.493,2.004,2.529,2.886,3.628,4.828,5.908,7.328,9.378,11.638,14.318,11.468,9.058,6.058,2.599,-1.3,-5.521,-5.115,-5.43,-5.528,-5.458,-5.017,lab
15.0,4.039,4.06,3.903,3.584,3.555,3.52,3.189,3.028,3.068,2.863,2.662,2.783,2.839,2.757,3.021,3.345,3.418,3.576,3.889,3.863,3.51,3.523,3.214,2.691,2.604,2.413,2.025,1.927,1.882,1.736,1.564,1.638,1.589,1.388,1.349,1.333,1.123,0.962,0.831,0.716,0.518,0.325,0.244,0.141,0,-0.011,-0.05,-0.196,-0.209,-0.218,-0.231,-0.322,-0.189,0.053,0.049,0.287,0.279,0.357,0.553,0.648,0.476,0.602,0.837,0.816,0.963,1.369,1.628,1.81,2.398,3.007,3.469,4.372,5.635,6.875,8.415,10.535,13.105,16.025,19.485,15.995,12.685,9.045,4.722,-0.395,-5.225,-5.435,-5.253,-4.917,-5.239,lab
15.0,4.19,4.078,3.845,3.448,3.439,3.406,3.094,2.963,3.01,2.802,2.559,2.483,2.576,2.38,2.534,2.767,2.795,2.968,3.401,3.535,3.527,3.73,3.558,3.143,3.149,2.882,2.415,2.257,2.182,1.932,1.799,1.862,1.825,1.767,1.683,1.698,1.494,1.292,1.253,1.103,0.825,0.59,0.413,0.208,0,-0.091,0.044,-0.161,-0.215,-0.143,-0.353,-0.413,-0.364,-0.462,-0.542,-0.353,-0.388,-0.357,-0.381,-0.304,-0.43,-0.325,-0.143,-0.15,-0.192,0.109,0.277,0.333,0.599,1.019,1.257,1.649,2.44,3.042,3.833,5.089,6.509,8.159,10.319,12.989,15.989,19.619,20.589,17.169,13.289,8.849,3.637,-2.453,-5.379,lab
15.0,4.025,4.023,3.822,3.461,3.43,3.379,3.034,2.856,2.892,2.667,2.464,2.595,2.642,2.537,2.828,3.167,3.227,3.405,3.662,3.613,3.436,3.455,3.161,2.591,2.486,2.266,1.842,1.795,1.741,1.599,1.433,1.499,1.427,1.247,1.197,1.188,1.051,0.817,0.722,0.603,0.355,0.191,0.176,0.098,0,0.024,-0.118,-0.202,-0.191,-0.237,-0.426,-0.436,-0.401,-0.366,-0.377,-0.233,-0.16,-0.17,0.061,0.271,0.215,0.376,0.796,0.887,0.985,1.545,1.944,2.182,2.812,3.624,4.149,5.062,6.482,7.862,9.592,12.032,14.802,14.922,12.282,9.422,5.812,1.874,-2.879,-5.427,-4.643,-5.252,-5.441,-5.427,-4.713,lab
15.0,4.54,4.538,4.326,3.931,3.864,3.817,3.425,3.234,3.285,3.051,2.853,3.007,3.079,2.989,3.276,3.667,3.728,3.843,4.19,4.137,3.884,3.815,3.507,2.961,2.87,2.7,2.278,2.113,2.149,1.991,1.72,1.762,1.578,1.453,1.376,1.344,1.135,0.822,0.724,0.633,0.3,0.119,0.084,-0.078,0,0.074,-0.129,-0.199,-0.157,-0.199,-0.263,-0.36,-0.336,-0.311,-0.283,-0.045,0.011,-0.073,0.186,0.459,0.333,0.515,1.026,1.145,1.243,1.789,2.16,2.433,3.07,3.826,4.337,5.263,6.743,8.063,9.813,12.263,15.113,14.253,11.743,8.633,5.133,1.068,-4.063,-5.75,-5.792,-5.6555,-5.337,-5.743,-5.764,lab
15.0,4.886,4.848,4.624,4.202,4.174,4.132,3.773,3.63,3.707,3.544,3.338,3.551,3.705,3.679,4.062,4.522,4.68,4.942,5.338,5.318,5.051,4.998,4.62,3.934,3.716,3.411,2.841,2.536,2.471,2.215,1.944,1.938,1.87,1.598,1.485,1.516,1.277,0.991,0.96,0.845,0.543,0.41,0.408,0.241,0,0.021,0.004,0.114,0.168,0.16,0.105,0.067,0.158,0.088,0.226,0.301,0.357,0.35,0.501,0.714,0.707,0.854,1.323,1.46,1.621,2.244,2.692,2.986,3.819,4.645,5.248,6.258,7.788,9.208,11.018,13.528,16.538,17.198,14.418,11.108,7.468,3.224,-1.858,-5.057,-5.099,-5.0832,-5.022,-5.155,-4.028,lab
15.0,4.784,4.81,4.642,4.276,4.212,4.189,3.844,3.652,3.716,3.498,3.314,3.487,3.592,3.552,3.87,4.276,4.359,4.504,4.849,4.766,4.506,4.409,4.078,3.419,3.289,3.053,2.597,2.48,2.461,2.287,2.128,2.181,2.157,1.899,1.748,1.721,1.489,1.225,1.089,0.92,0.641,0.459,0.384,0.195,0,-0.036,-0.017,-0.044,0.01,-0.061,-0.109,-0.102,0.045,-0.092,-0.221,-0.039,0.013,0.003,0.08,0.262,0.073,0.143,0.402,0.472,0.535,0.962,1.263,1.389,1.984,2.733,3.3,4.266,5.573,6.953,8.603,10.773,13.333,16.293,20.013,24.293,20.523,16.643,12.183,6.893,0.864,-4.841,-4.302,-4.869,-4.995,lab
15.0,4.381,4.375,4.179,3.808,3.728,3.698,3.325,3.126,3.194,2.996,2.827,3.007,3.143,3.115,3.455,3.889,3.927,4.099,4.426,4.311,4.031,3.87,3.531,2.926,2.817,2.587,2.201,2.005,2.001,1.885,1.671,1.715,1.71,1.483,1.345,1.37,1.172,0.843,0.786,0.648,0.357,0.135,0.492,0.137,0,0.175,-0.003,-0.154,-0.171,-0.206,-0.381,-0.29,-0.185,-0.276,-0.162,-0.087,-0.101,-0.164,-0.003,0.221,0.074,0.263,0.627,0.767,0.893,1.362,1.747,1.915,2.531,3.336,3.819,4.692,6.032,7.302,8.892,11.182,13.772,16.852,16.302,13.322,9.862,5.922,1.39,-3.944,-5.708,-4.959,-5.582,-5.75,-5.722,lab
15.0,4.467,4.476,4.303,3.944,3.891,3.841,3.492,3.326,3.361,3.179,3.016,3.186,3.291,3.247,3.566,3.923,3.965,4.052,4.367,4.132,3.877,3.803,3.459,2.888,2.817,2.596,2.248,2.135,2.097,1.936,1.749,1.784,1.714,1.552,1.406,1.385,1.203,1.02,0.899,0.742,0.517,0.408,0.311,0.176,0,0.262,0.176,0.178,0.132,0.143,-0.106,-0.127,-0.008,-0.05,0.012,0.038,0.066,0.066,0.234,0.36,0.269,0.402,0.759,0.787,0.794,1.235,1.55,1.669,2.18,2.775,3.174,3.895,4.994,6.105,7.435,9.355,11.525,14.175,13.825,11.345,8.435,5.197,1.417,-3.189,-4.841,-5.093,-5.002,-4.358,-5.037,lab
15.0,5.302,5.298,5.034,4.637,4.595,4.546,4.154,3.945,4.001,3.765,3.513,3.667,3.732,3.585,3.846,4.211,4.194,4.316,4.603,4.453,4.117,4.141,3.822,3.124,2.994,2.829,2.343,2.138,2.163,2.004,1.749,1.824,1.89,1.585,1.508,1.641,1.38,1.12,1.087,0.969,0.634,0.529,0.504,0.326,0,0.092,0.014,0.272,0.312,0.291,0.13,0.116,0.083,0.081,0.004,0.137,0.155,0.071,0.253,0.358,0.183,0.281,0.638,0.645,0.771,1.135,1.45,1.674,2.255,2.997,3.606,4.474,5.788,7.118,8.788,10.878,13.368,16.228,19.708,23.718,28.328,25.298,20.488,15.138,9.128,2.206,-4.43,-4.388,-3.485,lab
200.0,3.168,3.168,2.988,2.7,2.885,3.148,3.258,3.728,4.698,5.508,6.668,8.758,11.168,13.608,17.378,21.708,25.288,29.218,33.348,35.428,35.998,36.458,34.748,30.988,27.938,24.708,20.728,17.798,15.178,12.448,9.968,8.578,7.218,5.708,4.888,4.418,3.828,2.998,2.75,2.232,1.513,1.332,1.18,0.533,0,-0.117,-0.303,-0.783,-0.818,-0.982,-1.36,-1.292,-1.259,-1.406,-1.325,-1.14,-1.171,-1.224,-1.014,-0.881,-1.038,-0.818,-0.534,-0.674,-0.863,-0.835,-0.954,-1.276,-1.311,-1.248,-1.29,-1.052,-0.422,0.208,1.034,2.294,3.838,5.558,7.938,10.698,13.848,17.688,22.138,22.688,18.818,14.418,9.218,2.91,-4.146,lab
200.0,4.063,4.103,3.903,3.573,3.833,4.263,4.293,4.843,5.993,6.963,8.323,10.743,13.403,16.063,20.153,24.573,27.993,31.683,35.303,36.723,36.383,36.113,33.703,29.483,26.143,22.893,19.483,16.103,13.723,11.173,8.933,7.723,7.783,6.193,5.393,4.913,3.863,3.093,2.933,2.401,1.493,1.323,1.165,0.455,0,-0.035,-0.423,-0.864,-0.855,-0.896,-1.182,-1.231,-1.101,-1.204,-1.316,-1.094,-1.02,-0.796,-0.588,-0.483,-0.644,-0.427,-0.245,-0.388,-0.591,-0.542,-0.773,-1.081,-1.011,-0.808,-0.78,-0.388,0.396,1.18,2.293,3.873,5.853,8.033,10.943,14.283,18.193,22.753,23.503,19.483,14.763,9.363,3.073,-4.378,-6.73,lab
200.0,3.92,3.88,3.65,3.23,3.44,3.79,3.76,4.23,5.28,6.13,7.29,9.55,12.01,14.46,18.31,22.62,26.09,29.92,33.96,35.94,36.27,36.73,34.78,30.73,27.52,24.12,19.98,17.08,14.45,11.66,9.15,7.79,6.48,5.04,4.26,3.77,3.01,2.35,2.14,1.783,1.115,0.99,0.856,0.271,0,-0.072,-0.443,-0.828,-0.816,-0.863,-1.034,-1.18,-1.277,-1.321,-1.334,-1.138,-1.187,-1.051,-0.996,-0.886,-1.061,-0.945,-0.599,-0.795,-0.994,-0.903,-1.092,-1.414,-1.414,-1.379,-1.456,-1.169,-0.483,0.182,1.05,2.42,4.06,5.94,8.4,11.34,14.74,18.72,23.47,25.16,20.91,16.16,10.55,3.94,-3.451,lab
200.0,5.42,5.57,5.4,4.95,5.37,5.92,6.0,6.79,8.46,9.79,11.58,14.78,18.13,21.22,25.93,30.8,34.05,37.14,39.88,39.82,37.87,35.94,33.09,28.19,24.67,21.55,17.75,15.42,13.35,11.02,8.75,7.67,6.78,5.3,4.63,4.37,3.58,2.92,2.86,2.39,1.58,1.43,1.25,0.44,0,-0.04,-0.48,-1.01,-0.96,-1.09,-1.602,-1.542,-1.421,-1.754,-1.89,-1.603,-1.735,-1.653,-1.67,-1.605,-1.948,-1.759,-1.595,-1.91,-2.232,-2.183,-2.284,-2.739,-2.62,-2.48,-2.599,-2.333,-1.521,-0.97,-0.14,1.24,2.74,4.32,6.77,9.5,12.51,16.1,20.53,21.54,17.23,12.46,7.0,0.43,-6.743,lab
20.0,5.528,5.368,4.986,4.498,4.456,4.386,3.992,3.843,3.91,3.684,3.453,3.54,3.721,3.637,3.969,4.405,4.449,4.652,5.038,4.954,4.652,4.59,4.264,3.531,3.424,3.092,2.5,2.26,2.24,1.979,1.72,1.783,1.712,1.617,1.488,1.483,1.204,1.037,1.012,0.779,0.486,0.432,0.368,0.059,0,-0.016,-0.104,-0.291,-0.24,-0.301,-0.334,-0.338,-0.149,-0.086,-0.131,0.255,0.51,0.473,0.806,1.589,1.488,1.827,2.476,2.77,3.103,4.065,4.783,5.288,6.488,7.798,8.688,10.298,12.428,14.168,16.568,19.808,23.558,24.438,20.578,16.308,11.078,5.358,-1.363,-5.283,-4.408,-5.087,-5.122,-5.234,-4.625,lab
20.0,5.598,5.448,5.073,4.55,4.536,4.518,4.156,4.053,4.146,3.909,3.703,3.836,3.867,3.726,4.021,4.468,4.541,4.783,5.273,5.316,5.127,5.155,4.907,4.163,3.989,3.608,2.939,2.675,2.554,2.237,1.923,2.108,2.049,1.946,1.797,1.828,1.57,1.371,1.268,1.05,0.651,0.591,0.435,0.09,0,-0.069,-0.222,-0.378,-0.382,-0.446,-0.499,-0.526,-0.413,-0.347,-0.349,-0.157,0.035,0.049,0.236,0.524,0.861,0.941,1.353,1.302,1.43,1.934,2.347,2.541,3.374,4.231,4.893,6.038,7.648,9.018,10.758,13.328,16.048,19.218,23.298,28.048,33.408,34.438,29.248,22.778,15.658,7.418,-1.855,-4.326,-4.662,lab
20.0,5.239,5.139,4.8,4.345,4.322,4.24,3.876,3.745,3.811,3.626,3.484,3.722,3.899,3.925,4.359,4.859,4.959,5.149,5.489,5.359,4.969,4.809,4.458,3.709,3.501,3.229,2.631,2.449,2.465,2.238,1.956,2.089,2.111,1.964,1.769,1.888,1.507,1.205,1.254,1.001,0.645,0.512,0.486,0.274,0,0.078,0.014,-0.2,-0.181,-0.074,-0.194,-0.042,0.052,0.046,-0.005,0.483,0.696,1.022,1.34,1.65,1.683,2.017,2.74,3.015,3.456,4.6,5.489,5.929,7.439,8.869,9.879,11.619,13.849,15.869,18.589,22.259,26.559,23.089,18.869,14.059,8.219,1.811,-4.622,-5.35,-5.49,-5.3062,-5.028,-5.357,-5.483,lab
20.0,5.442,5.282,4.916,4.421,4.37,4.296,3.932,3.784,3.843,3.628,3.416,3.551,3.624,3.519,3.868,4.31,4.377,4.587,5.002,4.932,4.655,4.611,4.308,3.558,3.402,3.064,2.454,2.224,2.184,1.874,1.595,1.687,1.624,1.509,1.366,1.358,1.067,0.88,0.889,0.75,0.492,0.418,0.422,0.232,0,0.041,-0.031,-0.215,-0.183,-0.218,-0.225,-0.248,-0.131,-0.021,-0.031,0.345,0.592,0.9,1.267,1.628,1.547,1.997,2.615,2.93,3.26,4.275,5.002,5.452,6.702,7.902,8.572,10.082,12.032,13.672,15.682,18.632,21.912,24.612,20.512,16.462,11.562,6.242,-0.033,-5.115,-5.311,-5.318,-5.2777,-5.136,-5.346,lab
25.0,5.349,5.339,5.009,4.509,4.549,4.329,4.169,4.089,4.259,4.049,3.859,4.209,4.389,4.369,4.979,5.729,5.949,6.419,7.119,7.069,6.709,6.609,6.089,5.059,4.559,4.159,3.426,2.994,2.975,2.765,2.458,2.625,2.745,2.5,2.57,2.698,2.408,2.11,2.031,1.692,1.106,0.91,0.719,0.232,0,0.127,-0.046,-0.188,-0.102,0.0,-0.16,-0.009,0.215,0.122,0.138,0.446,0.519,0.476,0.777,0.964,0.763,0.995,1.205,0.995,0.761,0.691,0.467,-0.009,0.054,0.138,0.096,0.362,1.027,1.629,2.553,3.909,5.599,7.509,10.069,13.119,16.669,16.329,13.419,9.869,5.759,0.859,-4.678,-5.854,-6.603,lab
25.0,3.706,3.731,3.524,3.111,3.202,3.216,2.912,2.842,3.01,2.859,2.768,3.104,3.304,3.363,3.962,4.592,4.852,5.212,5.722,5.662,5.252,5.122,4.632,3.783,3.395,3.101,2.579,2.229,2.229,2.061,1.851,1.963,2.079,1.89,1.921,2.009,1.767,1.473,1.417,1.13,0.682,0.553,0.472,0.115,0,0.105,0.01,-0.067,0.07,0.147,0.049,0.241,0.441,0.434,0.546,0.875,1.001,0.997,1.26,1.54,1.417,1.568,1.683,1.34,1.113,1.05,0.763,0.371,0.455,0.49,0.574,0.987,1.736,2.576,3.647,5.192,7.072,9.282,12.232,11.832,9.292,6.662,3.332,-0.455,-5.04,-6.615,-6.636,-6.209,-6.678,lab
25.0,5.191,5.251,5.001,4.551,4.591,4.571,4.151,4.031,4.151,3.901,3.731,4.041,4.231,4.221,4.791,5.411,5.521,5.841,6.271,6.091,5.591,5.411,4.891,3.981,3.651,3.361,2.828,2.509,2.558,2.443,2.208,2.408,2.516,2.25,2.285,2.376,2.068,1.729,1.627,1.305,0.798,0.668,0.542,0.196,0,0.154,0.059,-0.133,0.133,0.238,0.056,0.252,0.549,0.539,0.602,1.004,1.127,1.12,1.421,1.575,1.326,1.361,1.414,1.06,0.812,0.91,0.756,0.532,0.812,1.162,1.561,2.324,3.651,4.901,6.611,9.031,11.791,13.301,10.981,8.271,4.831,1.022,-3.444,-7.091,-6.482,-7.119,-7.112,-5.824,-6.762001,lab
25.0,4.487,4.537,4.317,3.897,3.987,4.007,3.657,3.567,3.747,3.587,3.487,3.907,4.207,4.337,5.037,5.807,6.017,6.357,6.807,6.527,5.967,5.687,5.087,4.127,3.727,3.487,2.931,2.639,2.691,2.569,2.354,2.55,2.702,2.457,2.443,2.562,2.196,1.804,1.715,1.333,0.751,0.614,0.502,0.11,0,0.131,-0.026,-0.079,0.149,0.194,0.059,0.215,0.507,0.499,0.607,0.969,1.045,1.045,1.346,1.627,1.512,1.55,1.585,1.323,0.924,0.917,0.609,0.28,0.399,0.616,0.742,1.33,2.289,3.36,4.667,6.647,9.027,11.747,12.077,9.797,7.017,3.727,-0.161,-4.62,-6.321,-6.93,-6.916,-7.007,-6.433,lab
25.0,3.937,3.626,3.279,3.398,3.244,3.29,3.148,3.045,3.013,3.213,3.01,3.325,3.552,3.363,4.169,4.399,4.649,5.129,5.479,5.219,4.789,4.979,4.679,3.71,3.318,2.828,2.471,1.988,1.914,1.715,1.738,1.645,1.676,1.641,1.564,1.68,1.263,1.19,1.442,0.973,0.77,0.567,0.378,0.227,0,0.014,0.08,-0.039,0.056,0.399,0.224,0.612,0.987,1.169,1.508,2.072,2.478,2.968,3.633,4.149,4.859,5.419,6.449,7.079,7.169,7.869,7.529,6.699,6.079,5.399,4.309,3.556,3.647,3.388,3.514,4.189,5.049,6.009,7.569,9.539,11.619,14.349,11.629,8.839,5.779,2.142,-1.89,-6.524,-6.286,lab
25.0,3.867,3.727,3.292,2.84,2.84,2.795,2.691,2.539,2.592,2.425,2.373,2.747,2.817,2.768,3.311,3.567,4.047,4.127,4.857,5.177,4.817,5.207,4.907,3.947,3.817,3.44,2.905,2.261,2.254,1.932,1.638,1.813,1.729,1.729,1.844,1.858,1.711,1.778,1.729,1.501,0.917,0.938,0.633,0.08,0,-0.119,-0.109,-0.406,-0.214,-0.032,-0.238,0.07,0.444,0.367,0.693,1.05,1.466,1.627,2.072,2.457,2.824,3.328,4.337,4.467,4.687,5.357,5.267,4.937,4.357,3.957,3.255,2.625,2.464,2.128,2.289,2.632,3.178,3.997,5.187,6.737,8.407,10.397,12.997,15.967,18.047,14.957,11.427,7.387,2.8,lab
25.0,3.703,3.833,3.489,2.821,2.985,2.842,3.129,2.688,3.01,3.122,3.194,3.311,3.332,3.248,4.093,4.813,4.813,4.833,5.133,5.603,4.933,4.783,4.143,3.409,3.157,2.471,2.366,1.659,1.715,1.54,1.428,1.204,1.589,1.309,1.372,1.505,1.47,1.305,1.19,1.057,0.644,0.399,0.399,0.21,0,0.161,-0.021,0.14,0.182,0.413,0.483,0.987,1.274,1.547,2.016,2.492,2.975,3.227,4.413,5.063,5.343,6.513,7.283,7.233,7.673,7.793,7.273,6.413,5.643,4.903,3.963,3.472,3.953,3.973,4.813,5.973,7.403,9.283,11.733,14.093,11.273,8.603,5.413,1.673,-2.632,-5.502,-6.237,-6.867,-6.251,lab
25.0,4.1,3.738,3.86,3.377,3.234,3.388,3.311,3.411,3.493,3.451,3.381,3.549,4.13,4.05,4.36,5.05,5.34,5.35,5.77,5.56,5.05,4.85,4.36,3.5,3.129,2.842,2.268,1.785,1.96,1.589,1.442,1.54,1.452,1.456,1.372,1.533,1.309,1.099,1.113,1.043,0.588,0.497,0.483,0.175,0,0.322,0.217,0.437,0.525,0.686,0.595,1.029,1.519,1.764,2.121,2.933,3.346,3.521,4.59,5.52,5.96,6.68,7.9,8.18,8.27,8.2,7.57,6.71,6.01,5.15,4.01,3.703,3.98,4.07,4.81,5.84,7.34,8.97,11.49,14.11,13.46,10.74,7.8,4.15,0.014,-4.809,-6.461,-5.236,-5.992,lab
