concentration_ppb,E_-0.8999,E_-0.8897,E_-0.8795,E_-0.8693,E_-0.859,E_-0.8488,E_-0.8386,E_-0.8284,E_-0.8182,E_-0.808,E_-0.7978,E_-0.7876,E_-0.7774,E_-0.7672,E_-0.757,E_-0.7468,E_-0.7366,E_-0.7263,E_-0.7161,E_-0.7059,E_-0.6957,E_-0.6855,E_-0.6753,E_-0.6651,E_-0.6549,E_-0.6447,E_-0.6345,E_-0.6243,E_-0.6141,E_-0.6039,E_-0.5937,E_-0.5834,E_-0.5732,E_-0.563,E_-0.5528,E_-0.5426,E_-0.5324,E_-0.5222,E_-0.512,E_-0.5018,E_-0.4916,E_-0.4814,E_-0.4712,E_-0.461,E_-0.4507,E_-0.4405,E_-0.4303,E_-0.4201,E_-0.4099,E_-0.3997,E_-0.3895,E_-0.3793,E_-0.3691,E_-0.3589,E_-0.3487,E_-0.3385,E_-0.3283,E_-0.318,E_-0.3078,E_-0.2976,E_-0.2874,E_-0.2772,E_-0.267,E_-0.2568,E_-0.2466,E_-0.2364,E_-0.2262,E_-0.216,E_-0.2058,E_-0.1956,E_-0.1853,E_-0.1751,E_-0.1649,E_-0.1547,E_-0.1445,E_-0.1343,E_-0.1241,E_-0.1139,E_-0.1037,E_-0.0935,E_-0.0833,E_-0.0731,E_-0.0629,E_-0.0526,E_-0.0424,E_-0.0322,E_-0.022,E_-0.0118,E_-0.0016
12.7,-7.92,-7.353,-7.836,-8.186,-6.982,-2.565,1.04,4.158,6.958,9.558,11.138,8.818,7.068,5.528,4.288,3.388,2.868,2.428,2.468,2.968,3.328,3.808,4.748,5.388,5.478,5.758,5.958,5.458,4.948,4.738,4.198,3.518,3.188,2.818,2.142,1.88,1.642,1.155,0.756,0.725,0.501,0.186,0.144,0.168,0,0.074,0.357,0.392,0.501,0.9,1.201,1.257,1.579,1.88,1.799,1.733,1.904,1.726,1.425,1.488,1.47,1.253,1.334,1.61,1.624,1.747,2.268,2.558,2.578,2.928,3.118,2.858,2.788,2.888,2.568,2.282,2.398,2.331,2.125,2.286,2.478,2.3,2.356,2.658,2.588,2.488,2.848,3.018,2.958
12.7,-8.057,-7.63,-6.776,-1.61,2.959,6.949,10.579,13.829,14.919,12.199,9.699,7.549,6.119,4.709,3.559,2.969,2.649,2.289,2.419,3.079,3.539,3.839,4.809,5.329,5.299,5.399,5.489,4.939,4.279,4.209,3.629,2.979,2.759,2.329,1.732,1.417,1.316,0.829,0.413,0.479,0.311,-0.014,0.056,0.112,0,0.168,0.528,0.675,0.808,1.417,1.802,1.981,2.409,2.759,2.679,2.519,2.709,2.519,2.169,2.279,2.319,2.079,2.269,2.649,2.699,2.859,3.579,3.839,3.899,4.319,4.519,4.209,4.189,4.359,4.039,3.789,4.049,4.049,3.849,4.109,4.419,4.259,4.379,4.809,4.809,5.069,5.229,5.439,5.349
12.7,-12.082,-11.228,-12.586,-12.439,-11.991,-9.464,-4.508,-0.03,3.73,7.38,10.49,11.2,9.1,7.13,5.35,4.4,3.78,3,2.9,3.45,3.83,4.17,5.18,5.93,5.93,6.27,6.49,5.95,5.34,5.35,4.66,3.9,3.71,3.32,2.54,2.2,2.1,1.45,1,1.07,0.74,0.33,0.32,0.16,0,0,0.16,0.36,0.27,0.79,1,0.9,1.18,1.56,1.33,1.32,1.63,1.47,1.18,1.39,1.49,1.22,1.52,1.92,1.93,2.17,3.02,3.41,3.54,4.06,4.33,3.96,3.83,3.96,3.49,3.01,3.21,3.06,2.75,2.94,3.21,2.96,3.03,3.46,3.39,3.24,3.73,3.94,3.85
12.7,-12.051,-12.009,-11.806,-10.882,-12.156,-10.497,-5.016,-0.32,3.81,7.65,10.98,13.07,10.62,8.43,6.51,5.27,4.58,3.81,3.55,4.1,4.44,4.96,6.18,6.9,7.04,7.4,7.63,6.93,6.24,6.22,5.45,4.59,4.32,3.87,3.04,2.56,2.45,1.79,1.2,1.22,0.93,0.43,0.41,0.39,0,0.02,0.13,0.3,0.22,0.67,0.84,0.78,1.1,1.4,1.21,1.13,1.44,1.3,1.25,1.11,1.13,0.85,0.96,1.32,1.28,1.42,2.12,2.38,2.47,2.91,3.21,2.93,2.91,3.14,2.82,2.49,2.8,2.77,2.53,2.78,3.1,2.94,3.03,3.48,3.43,3.28,3.8,4.03,3.93
12.7,-11.732,-11.767,-11.346999,-10.647,-11.963,-6.706,-2.541,1.04,4.35,7.45,10.44,8.32,6.78,5.3,3.93,3.25,2.88,2.4,2.41,3.14,3.44,3.87,4.98,5.63,5.65,5.85,6.06,5.47,4.97,4.8,4.19,3.48,3.25,2.87,2.19,1.87,1.77,1.22,0.74,0.87,0.58,0.19,0.24,0.11,0,0.21,0.36,0.37,0.36,0.82,1.05,1.03,1.37,1.81,1.64,1.61,1.92,1.74,1.73,1.63,1.63,1.35,1.46,1.82,1.74,1.86,2.6,2.88,2.96,3.42,3.72,3.43,3.4,3.62,3.25,2.9,3.19,3.15,2.9,3.17,3.48,3.31,3.43,3.93,3.88,3.78,4.31,4.55,4.44
12.7,-10.017,-9.569,-8.792,-9.87,-6.811,-1.967,2.291,5.691,8.771,11.971,11.921,9.341,7.571,5.921,4.511,3.731,3.411,2.971,3.051,3.981,4.601,5.181,6.341,7.051,7.101,7.361,7.411,6.731,5.961,5.761,4.991,4.141,3.841,3.351,2.531,2.151,2.031,1.411,0.931,0.991,0.661,0.238,0.238,0.129,0,0.042,0.329,0.35,0.35,0.831,1.071,1.051,1.361,1.721,1.571,1.481,1.781,1.621,1.591,1.481,1.481,1.251,1.361,1.741,1.751,1.861,2.641,2.951,3.001,3.511,3.771,3.481,3.421,3.621,3.251,2.901,3.181,3.111,2.851,3.151,3.461,3.251,3.371,3.841,3.781,3.671,4.181,4.451,4.351
16.9,-11.666,-11.071,-12.086,-12.114,-11.82,-12.0282,-12.128,-12.051,-11.68,-9.769,-6.913,-4.33,-1.5,1.07,3.55,4.69,4.57,4.3,4.55,5.46,6.02,6.66,7.85,8.62,8.79,8.82,8.64,7.39,5.94,5.15,3.66,2.21,1.56,0.84,-0.08,-0.44,-0.43,-0.89,-1.01,-0.64,-0.57,-0.75,-0.27,0.08,0,0.45,1.12,1.33,1.49,2.26,2.6,2.61,3.09,3.56,3.43,3.57,4.25,4.44,4.69,5.65,6.53,7.29,8.8,10.74,12.4,14.62,17.78,20.74,23.97,28.09,32.42,36.6,41.52,46.43,50.33,53.41,55.91,56.98,57.33,58.57,60.64,62.95,66.01,69.39,72.18,74.78,77.91,80.58,83
16.9,-12.091,-12.217,-11.937,-12.1627,-12.28,-12.217,-11.86,-11.125,-9.69,-6.323,-3.299,-0.55,2.63,5.41,6.75,6.77,7.13,7.4,8.14,9.73,10.86,12,13.82,15.11,15.47,15.68,15.38,13.54,11.35,9.81,7.53,5.32,4.02,2.84,1.4,0.74,0.46,-0.21,-0.6,-0.31,-0.39,-0.62,-0.28,0.06,0,0.37,1.08,1.24,1.42,2.17,2.5,2.57,3.08,3.58,3.48,3.73,4.37,4.61,4.83,5.77,6.58,7.25,8.61,10.33,11.74,13.54,16.22,18.53,20.84,23.93,26.81,29.1,31.74,34.03,35.16,35.6,36.36,36.9,37.94,40.45,43.46,46.24,49.7,53.6,56.81,60.04,64.36,68.25,71.69
16.9,-11.068,-10.214,-11.481,-11.439,-10.928,-10.088,-11.383,-9.57,-6.581,-3.382,-0.59,2.06,5.07,6.99,6.32,6.47,6.91,7.17,8,9.42,10.52,11.49,13.17,14.23,14.37,14.39,13.88,12.1,10.04,8.57,6.53,4.51,3.38,2.34,1.03,0.54,0.27,-0.29,-0.64,-0.36,-0.45,-0.55,-0.26,0.04,0,0.35,0.95,1.12,1.31,2.02,2.34,2.37,2.86,3.3,3.25,3.5,4.16,4.38,4.62,5.48,6.3,6.93,8.24,9.87,11.25,12.91,15.47,17.66,19.83,22.7,25.26,27.26,29.52,31.53,32.37,32.73,33.62,34.45,35.73,38.39,41.5,44.3,47.85,51.84,55.15,58.58,62.84,66.69,70.1
16.9,-11.18,-10.921,-10.431,-11.082,-11.285,-10.886,-8.849,-5.027,-1.478,2.17,5.44,7.85,9.8,9.09,8.62,8.86,9.61,10.16,11.3,13.06,14.43,15.64,17.66,18.96,19.06,19.05,18.42,16.08,13.38,11.49,8.76,6.2,4.77,3.31,1.75,1.01,0.64,-0.01,-0.5,-0.28,-0.39,-0.6,-0.26,0.06,0,0.36,1.01,1.25,1.47,2.14,2.51,2.56,3.09,3.54,3.48,3.72,4.4,4.62,4.81,5.72,6.51,7.07,8.27,9.79,10.93,12.33,14.44,15.97,17.27,19.03,20.35,20.83,21.47,22.04,21.8,21.74,22.85,24.11,25.65,28.31,31.21,33.68,36.86,40.77,44.08,47.59,52.3,56.43,60.18
7,-10.267,-10.82,-10.89,-10.848,-10.057,-7.46,-2.63,1.38,4.92,8.43,11.17,11.26,9.21,7.43,5.89,5.1,4.74,4.36,4.57,5.4,6.13,6.72,8,8.62,8.64,8.73,8.65,7.71,6.8,6.44,5.53,4.63,4.18,3.63,2.86,2.35,2.12,1.52,1.03,1.02,0.68,0.29,0.3,0.27,0,0.05,0.18,0.35,0.33,0.78,1.03,0.98,1.25,1.53,1.36,1.26,1.51,1.31,0.98,1.1,1.11,0.81,0.9,1.17,1.11,1.15,1.7,1.9,1.88,2.25,2.42,2.17,2.17,2.15,2.21,2.35,2.46,2.59,2.47,2.83,3.23,3.15,3.31,3.77,3.75,3.66,4.15,4.38,4.32
7,-9.555,-10.269,-10.22,-10.08,-9.345,-8.743,-3.591,0.738,4.488,8.018,11.148,13.068,10.678,8.648,6.838,5.748,5.238,4.768,4.838,5.608,6.278,6.948,8.208,8.988,9.048,9.238,9.148,8.318,7.338,6.948,6.048,5.008,4.598,4.028,3.188,2.678,2.398,1.818,1.208,1.158,0.858,0.368,0.348,0.318,0,0.049,0.122,0.258,0.182,0.588,0.688,0.618,0.868,1.088,0.908,0.788,1.028,0.808,0.508,0.598,0.608,0.348,0.418,0.498,0.628,0.628,1.168,1.348,1.328,1.668,1.878,1.678,1.668,1.698,1.788,1.648,2.018,2.138,2.068,2.438,2.808,2.718,2.868,3.328,3.328,3.248,3.728,3.958,3.938
7,-9.359,-9.38,-9.051,-9.072,-4.053,-0.049,3.531,6.481,9.271,12.201,9.761,7.731,6.491,5.421,4.521,4.231,4.291,4.291,4.721,5.791,6.551,7.281,8.381,8.821,8.751,8.721,8.391,7.541,6.601,6.181,5.351,4.491,4.021,3.521,2.781,2.331,1.991,1.531,1.025,0.973,0.689,0.346,0.276,0.28,0,0.038,0.128,0.252,0.22,0.563,0.682,0.637,0.878,1.043,0.861,0.763,0.959,0.742,0.511,0.623,0.605,0.36,0.437,0.714,0.696,0.749,1.231,1.391,1.411,1.711,1.851,1.641,1.651,1.661,1.721,1.611,1.931,2.051,1.981,2.341,2.621,2.591,2.701,2.851,3.081,3.031,3.451,3.701,3.681
7,-9.425,-10.069,-10.034,-9.999,-9.292,-4,0.326,3.967,7.237,10.397,13.007,10.287,8.477,6.857,5.457,4.767,4.467,3.967,4.067,4.757,5.137,5.507,6.447,6.957,6.867,6.957,6.997,6.247,5.617,5.427,4.757,3.977,3.647,3.207,2.527,2.077,1.917,1.327,0.847,0.827,0.547,0.147,0.193,0.259,0,0.074,0.427,0.467,0.507,1.017,1.327,1.307,1.707,2.077,1.937,1.907,2.167,1.977,1.647,1.797,1.757,1.527,1.607,1.867,1.807,1.877,2.447,2.597,2.607,2.937,3.117,2.807,2.787,3.057,2.797,2.607,3.007,3.087,2.967,3.357,3.727,3.627,3.787,4.277,4.247,4.497,4.647,4.847,4.747
50.6,-9.558,-9.096,-7.682,-5.519,-2.187,0.851,3.459,5.829,8.509,6.819,5.329,4.019,3.359,2.809,2.269,2.339,2.569,2.709,3.189,4.029,4.519,4.839,5.549,5.849,5.679,5.599,5.469,4.809,4.219,3.969,3.359,2.709,2.349,1.929,1.249,0.889,0.665,0.235,-0.175,-0.122,-0.248,-0.486,-0.297,-0.094,0,0.256,0.949,1.339,1.659,2.469,2.939,3.049,3.419,3.609,3.299,3.019,3.109,2.819,2.539,2.799,3.019,3.179,3.839,4.799,5.509,6.269,7.649,8.389,8.639,9.129,9.139,8.289,7.619,7.089,5.949,4.899,4.459,3.769,3.039,2.789,2.639,2.219,2.039,2.229,2.139,1.969,2.349,2.589,2.569
50.6,-8.064,-8.813,-4.774,-1.099,1.887,4.657,7.177,9.857,7.907,6.337,4.897,3.627,3.047,2.417,1.907,1.907,2.027,2.087,2.297,2.957,3.357,3.587,4.167,4.367,4.137,4.107,4.007,3.487,3.037,2.907,2.447,1.877,1.627,1.26,0.731,0.462,0.336,-0.084,-0.347,-0.277,-0.41,-0.564,-0.34,-0.109,0,0.42,1.144,1.578,2.047,2.957,3.597,3.817,4.197,4.537,4.267,4.047,4.117,3.877,3.577,3.857,4.127,4.347,4.987,6.037,6.797,7.627,8.997,9.797,9.937,10.347,10.237,9.237,8.437,7.767,6.567,5.407,4.907,4.227,3.467,3.187,3.027,2.587,2.427,2.577,2.417,2.277,2.637,2.817,2.807
50.6,-9.037,-10.045,-10.108,-9.205,-5.194,-1.547,1.569,4.239,6.629,8.809,6.829,5.169,4.199,3.299,2.499,2.249,2.229,2.189,2.459,3.229,3.629,3.959,4.799,5.179,4.989,5.159,5.139,4.569,3.979,3.859,3.279,2.599,2.309,1.919,1.309,0.949,0.779,0.329,-0.077,-0.032,-0.203,-0.434,-0.242,-0.046,0,0.349,1.039,1.439,1.809,2.749,3.319,3.499,3.949,4.319,3.979,3.729,3.879,3.559,3.229,3.459,3.699,3.749,4.369,5.349,6.089,6.849,8.329,9.199,9.519,10.129,10.229,9.379,8.719,8.179,6.979,5.789,5.309,4.559,3.769,3.489,3.319,2.819,2.639,2.849,2.709,2.549,2.929,3.159,3.139
50.6,-9.173,-9.887,-10.146,-5.54,-2.299,0.55,3.273,5.523,8.113,6.303,4.803,3.543,2.883,2.263,1.793,1.813,2.073,2.203,2.633,3.483,3.923,4.273,4.903,5.153,4.843,4.803,4.733,4.133,3.513,3.363,2.823,2.093,1.843,1.473,0.893,0.578,0.375,-0.059,-0.406,-0.343,-0.42,-0.574,-0.353,-0.084,0,0.445,1.243,1.753,2.173,3.103,3.713,3.883,4.303,4.583,4.233,3.943,4.043,3.723,3.413,3.693,4.013,4.173,4.893,6.023,6.853,7.733,9.303,10.163,10.383,10.853,10.793,9.803,8.933,8.243,6.953,5.723,5.243,4.483,3.673,3.423,3.293,2.793,2.643,2.863,2.733,2.593,3.023,3.253,3.223
63.2,-7.933,-3.904,0.707,5.263,9.763,13.713,15.903,15.583,13.553,11.073,8.713,6.763,5.213,3.933,2.973,2.251,1.694,1.381,1.339,1.361,1.37,1.525,1.755,1.861,1.906,1.916,1.783,1.573,1.407,1.203,0.902,0.681,0.464,0.208,-0.029,-0.145,-0.319,-0.474,-0.528,-0.503,-0.508,-0.423,-0.276,-0.149,0,0.273,0.535,0.797,1.137,1.535,1.87,2.253,2.643,2.933,3.183,3.533,3.863,4.173,4.613,5.183,5.763,6.503,7.443,8.373,9.333,10.413,11.373,11.943,12.203,12.093,11.443,10.463,9.463,8.353,7.243,6.363,5.673,5.083,4.673,4.453,4.283,4.203,4.243,4.303,4.433,4.663,5.023,5.263,5.463
63.2,-8.328,-8.77,-9.1944,-7.9177,-4.697,-0.379,3.889,8.249,11.839,13.579,12.749,10.739,8.489,6.459,4.849,3.639,2.619,1.869,1.479,1.242,1.054,1.054,1.17,1.289,1.449,1.669,1.679,1.599,1.539,1.429,1.143,0.924,0.727,0.43,0.155,-0.007,-0.214,-0.431,-0.489,-0.469,-0.5,-0.43,-0.265,-0.146,0,0.287,0.567,0.83,1.219,1.659,2.019,2.439,2.919,3.289,3.619,4.059,4.429,4.709,5.119,5.619,6.089,6.719,7.599,8.499,9.489,10.699,11.909,12.839,13.559,13.929,13.659,12.969,12.079,10.919,9.619,8.499,7.569,6.699,6.099,5.759,5.499,5.279,5.279,5.309,5.439,5.679,6.059,6.269,6.429
63.2,-5.546,-6.058667,-6.159,-6.4847,-5.8019,-3.352,1.544,6.803,12.083,16.833,19.733,19.803,17.333,14.253,11.373,9.023,7.113,5.613,4.583,3.788,3.21,2.903,2.768,2.654,2.664,2.834,2.912,2.931,2.947,2.908,2.688,2.448,2.179,1.801,1.392,1.058,0.716,0.41,0.233,0.13,-0.003,-0.068,-0.054,-0.048,0,0.136,0.289,0.453,0.727,1.029,1.271,1.536,1.872,2.114,2.345,2.609,2.85,3.023,3.304,3.708,4.143,4.733,5.563,6.493,7.573,8.883,10.213,11.273,12.073,12.463,12.233,11.493,10.503,9.253,7.913,6.753,5.803,4.983,4.403,4.043,3.754,3.576,3.564,3.576,3.58,3.685,3.894,4.023,4.113
63.2,-6.122997,-6.07533,-6.4055,-6.6576,-5.4733,-2.002,3.417,9.01,14.77,19.58,21.91,20.94,18.08,14.81,11.87,9.49,7.49,5.95,4.87,4.08,3.384,2.955,2.807,2.763,2.739,2.748,2.773,2.871,2.96,2.938,2.733,2.49,2.199,1.796,1.393,1.084,0.756,0.435,0.221,0.091,-0.026,-0.05,-0.026,-0.031,0,0.155,0.303,0.441,0.633,0.889,1.097,1.338,1.62,1.83,2.013,2.264,2.513,2.704,3.005,3.413,3.864,4.48,5.37,6.35,7.47,8.83,10.21,11.3,12.12,12.53,12.28,11.52,10.52,9.29,7.97,6.85,5.94,5.16,4.61,4.3,4.07,3.9,3.9,3.92,3.99,4.14,4.39,4.54,4.66
0.8,-5.39,-5.894,-6.146,-5.929,-2.506,2.247,6.247,9.817,12.517,15.487,14.457,11.687,9.717,7.997,6.217,5.387,4.747,3.64,3.402,3.241,3.269,3.143,3.493,3.853,3.818,4.487,4.477,4.245,4.249,4.028,3.685,3.122,3.017,2.548,1.788,1.494,1.449,0.962,0.619,0.56,0.339,0.248,0.255,0.241,0,0.052,0.325,0.336,0.203,0.668,0.5,0.619,0.689,0.767,0.92,0.84,0.99,1.057,0.752,0.759,0.681,0.591,0.619,0.64,0.672,0.675,0.952,0.717,0.94,1.015,0.959,0.877,0.882,0.863,0.829,0.797,0.98,1.245,1.301,1.7,2.023,2.03,2.602,2.688,2.712,2.926,3.103,3.257,3.496
0.8,-6.132,-1.631,4.123,9.171,13.361,17.181,20.401,18.881,15.691,12.981,10.531,8.481,6.781,5.561,4.251,3.374,2.905,2.317,1.883,2.086,1.792,2.03,2.31,2.422,2.636,2.912,2.901,2.688,2.411,2.443,2.054,1.603,1.508,1.295,0.906,0.742,0.605,0.357,0.112,0.185,0.115,-0.049,-0.014,-0.013,0,0.01,0.5,0.287,0.49,0.826,0.969,1.316,1.305,1.464,1.662,1.571,1.59,1.613,1.512,1.473,1.673,1.193,1.361,1.515,1.302,1.487,1.624,1.666,1.659,1.683,1.699,1.563,1.839,1.648,1.574,1.841,1.858,1.974,2.215,2.334,2.665,2.677,2.877,3.071,3.089,3.294,3.509,3.509,3.465
0.8,-5.402,-4.569,-5.458,-4.702,-3.19,0.968,4.566,7.466,10.016,12.366,12.386,9.896,8.096,6.506,5.166,4.132,3.67,2.795,2.242,2.396,2.06,1.969,2.088,2.326,2.214,2.62,2.651,2.427,2.371,2.632,2.095,1.799,1.86,1.531,1.12,0.793,0.905,0.46,0.271,0.168,0.089,0.054,0.026,0.018,0,0.075,0.169,0.22,0.373,0.492,0.634,0.748,0.886,1.062,1.151,1.183,1.23,1.149,1.097,1.087,1.127,1.015,0.941,1.08,1.186,1.154,1.415,1.512,1.535,1.545,1.694,1.666,1.676,1.661,1.684,1.538,1.762,1.908,1.991,2.182,2.448,2.725,2.807,3.024,3.008,3.138,3.481,3.507,3.467
0.8,-5.467,-5.313,-4.648,-5.229,-4.41,-2.275,2.317,6.255,9.585,12.805,15.275,14.345,11.745,9.605,7.595,6.265,5.505,4.039,3.43,3.017,2.73,1.974,2.268,1.739,1.743,1.463,1.767,1.533,1.696,1.839,1.538,1.402,1.414,1.272,0.742,0.775,0.6,0.238,0.115,0.238,0.077,0.18,0.203,0.203,0,0.08,0.188,0.334,0.338,0.446,0.894,0.812,0.917,1.102,1.129,1.055,1.244,1.113,1.034,1.155,1.006,0.803,0.85,0.88,1.092,0.854,1.172,1.169,1.22,1.26,1.279,1.153,1.202,1.025,1.167,1.065,1.346,1.473,1.526,1.829,2.198,2.436,2.49,2.865,2.945,2.826,3.659,3.393,3.836
0,-5.355,-5.313,-5.215,-2.198,3.087,7.576,11.316,14.566,17.306,16.516,13.366,10.686,8.796,7.156,5.606,4.711,3.948,3.01,2.478,2.247,1.736,1.267,1.288,0.941,0.563,0.682,0.483,0.329,0.241,0.311,0.199,0.052,-0.028,-0.012,-0.214,-0.172,-0.042,-0.197,-0.303,-0.271,-0.267,-0.195,-0.146,-0.06,0,0.143,0.222,0.369,0.507,0.673,0.756,0.847,0.934,1.055,1.021,0.931,1.016,0.968,0.795,0.817,0.86,0.835,0.811,0.976,1.054,0.948,1.137,1.233,1.105,1.145,1.22,1.193,1.083,1.308,1.425,1.362,1.666,1.921,1.984,2.217,2.572,2.831,2.998,3.362,3.425,3.503,3.915,4.174,4.305
0.1,-4.926,-4.793,-3.96,-4.961,-0.649,3.999,7.976,11.546,14.476,18.036,14.676,11.746,9.506,7.536,5.866,4.685,3.74,2.732,2.109,1.696,1.164,0.786,0.632,0.373,0.142,0.037,0.016,-0.222,-0.271,-0.117,-0.264,-0.369,-0.25,-0.278,-0.404,-0.418,-0.38,-0.352,-0.345,-0.114,-0.079,-0.121,-0.047,0.012,0,-0.004,0.137,0.215,0.391,0.582,0.781,0.964,1.168,1.357,1.447,1.553,1.703,1.728,1.7,1.67,1.699,1.646,1.617,1.75,1.838,1.69,1.913,2.078,2.022,2.065,2.289,2.129,1.925,2.061,2.096,1.942,2.145,2.311,2.341,2.507,2.847,3.101,3.301,3.631,3.694,3.721,4.025,4.148,4.111
0.2,-4.481,-5.174,-5.23,-4.859,-4.376,-5.048,-3.081,1.973,6.322,10.072,13.352,16.122,16.822,13.812,11.292,9.472,8.082,6.602,5.602,5.095,4.227,3.415,3.198,2.669,2.022,1.899,1.763,1.255,1.028,1.042,0.835,0.597,0.688,0.552,0.317,0.328,0.212,0.132,0.072,0.274,0.305,0.221,0.076,0.067,0,0.163,0.331,0.31,0.412,0.688,0.663,0.793,1.053,1.24,1.195,1.302,1.396,1.378,1.351,1.297,1.331,1.195,1.169,1.332,1.318,1.431,1.484,1.59,1.532,1.68,1.84,1.797,1.899,1.962,1.997,1.891,2.232,2.452,2.501,2.754,3.19,3.457,3.697,4.138,4.271,4.339,4.754,4.979,4.985
0.3,-5.67,-5.348,-5.6035,-5.635,-5.761,-2.303,2.415,6.348,9.808,12.918,15.598,14.568,12.058,9.888,8.018,6.738,5.808,4.683,4.032,3.71,3.017,2.415,2.233,1.897,1.365,1.235,1.102,0.672,0.574,0.602,0.427,0.178,0.318,0.322,0.052,-0.04,0.126,-0.056,-0.075,-0.148,-0.199,-0.216,0,0.089,0,0.262,0.429,0.417,0.574,0.891,1.076,1.13,1.419,1.66,1.567,1.623,1.834,1.739,1.733,1.676,1.684,1.507,1.514,1.743,1.718,1.826,1.868,1.974,1.824,1.975,2.097,1.96,1.874,2.007,2.117,2.077,2.446,2.865,2.891,3.258,3.603,3.635,3.904,4.329,4.394,4.489,4.928,5.178,5.248
